1,3763296,0,0.303,-0.019,10.074,0.055,-0.110,-0.002,31.044,-17.539,10.859
1,3763299,0,0.303,-0.019,10.074,0.055,-0.110,-0.002,30.693,-17.232,10.816
1,3763303,0,0.303,-0.019,10.074,0.055,-0.110,-0.002,30.693,-17.232,10.816
1,3763307,1,0.343,-0.010,10.059,0.057,-0.116,-0.006,30.693,-17.232,10.816
1,3763329,0,0.325,-0.016,9.994,0.054,-0.108,-0.001,30.532,-17.933,10.552
1,3763358,0,0.322,-0.045,9.994,0.055,-0.109,-0.001,30.474,-17.422,10.538
1,3763362,0,0.322,-0.045,9.994,0.055,-0.109,-0.001,30.839,-17.334,10.713
1,3763365,0,0.331,-0.008,10.063,0.055,-0.108,0.000,30.839,-17.334,10.713
1,3763387,0,0.335,-0.035,10.041,0.055,-0.109,-0.001,31.131,-17.422,11.298
1,3763391,0,0.335,-0.035,10.041,0.055,-0.109,-0.001,31.131,-17.422,11.298
1,3763394,0,0.287,-0.013,10.040,0.055,-0.106,0.000,31.131,-17.422,11.298
1,3763417,0,0.321,-0.026,10.035,0.055,-0.109,-0.001,30.664,-17.831,9.763
1,3763420,0,0.321,-0.026,10.035,0.055,-0.109,-0.001,30.664,-17.831,9.763
1,3763424,0,0.339,-0.043,10.052,0.056,-0.108,-0.001,30.897,-17.363,10.859
1,3763447,1,0.323,-0.031,10.045,0.054,-0.108,0.000,30.620,-17.378,10.772
1,3763451,0,0.334,-0.024,10.077,0.054,-0.108,0.000,30.868,-17.261,11.298
1,3763455,0,0.334,-0.024,10.077,0.054,-0.106,0.000,30.868,-17.261,11.298
1,3763477,0,0.325,-0.032,10.040,0.055,-0.105,0.001,30.240,-17.641,10.786
1,3763481,0,0.358,-0.017,10.071,0.056,-0.108,0.000,30.240,-17.641,10.786
1,3763484,0,0.358,-0.017,10.071,0.056,-0.108,0.000,30.240,-17.641,10.786
1,3763507,0,0.316,-0.019,10.047,0.055,-0.105,0.001,30.927,-17.495,10.903
1,3763510,0,0.330,-0.023,10.039,0.054,-0.106,0.000,31.497,-17.860,11.152
1,3763514,0,0.330,-0.023,10.039,0.054,-0.106,0.000,31.497,-17.860,11.152
1,3763537,0,0.309,-0.014,10.051,0.055,-0.106,0.000,31.000,-17.743,11.751
1,3763568,0,0.325,-0.026,10.041,0.055,-0.105,0.000,30.400,-18.080,10.728
1,3763572,0,0.325,-0.026,10.041,0.055,-0.105,0.000,30.400,-18.080,10.728
1,3763575,1,0.325,-0.026,10.041,0.055,-0.105,0.000,30.941,-17.641,11.006
1,3763597,0,0.322,-0.017,10.038,0.054,-0.108,0.000,30.634,-17.656,10.509
1,3763601,0,0.322,-0.017,10.038,0.054,-0.108,0.000,30.795,-17.714,11.678
1,3763604,2,0.322,-0.017,10.038,0.054,-0.108,0.000,30.795,-17.714,11.678
1,3763627,0,0.313,-0.035,10.064,0.055,-0.106,0.000,30.503,-17.933,10.582
1,3763630,2,0.313,-0.035,10.064,0.055,-0.106,0.000,30.503,-17.933,10.582
1,3763634,0,0.313,-0.035,10.064,0.055,-0.106,0.000,30.503,-17.933,10.582
1,3763657,0,0.305,-0.032,10.061,0.055,-0.106,-0.001,30.664,-17.846,9.953
1,3763661,0,0.305,-0.032,10.061,0.055,-0.106,-0.001,30.664,-17.846,11.298
1,3763665,0,0.305,-0.032,10.012,0.055,-0.106,-0.001,30.517,-17.787,11.298
1,3763687,0,0.325,-0.030,10.041,0.055,-0.106,0.001,30.605,-17.349,11.400
1,3763691,0,0.325,-0.030,10.041,0.055,-0.106,0.001,30.605,-17.349,11.400
1,3763694,0,0.297,-0.043,10.025,0.055,-0.110,-0.002,30.605,-17.349,11.400
1,3763716,0,0.312,-0.025,10.043,0.055,-0.108,-0.001,30.474,-17.612,10.465
1,3763721,0,0.312,-0.025,10.043,0.055,-0.108,-0.001,30.474,-17.612,10.465
1,3763724,0,0.290,-0.024,10.012,0.056,-0.106,-0.001,30.912,-17.963,11.152
1,3763747,0,0.322,-0.032,10.045,0.055,-0.105,0.001,30.620,-17.714,10.304
1,3763750,2,0.322,-0.032,10.045,0.055,-0.105,0.001,30.590,-17.480,10.859
1,3763754,0,0.318,-0.022,10.058,0.055,-0.106,0.000,30.590,-17.480,10.859
1,3763777,0,0.327,-0.035,10.046,0.056,-0.105,0.000,31.190,-18.211,10.918
1,3763781,2,0.327,-0.035,10.046,0.056,-0.105,0.000,31.190,-18.211,10.918
1,3763807,0,0.309,-0.020,10.053,0.054,-0.108,0.000,30.634,-17.919,10.406
1,3763811,4,0.313,-0.041,10.069,0.054,-0.108,0.000,30.634,-17.919,10.406
1,3763814,0,0.313,-0.041,10.069,0.054,-0.108,0.000,31.131,-17.729,11.064
