1,1103950,570,0.409,-0.118,10.064,0.054,-0.106,0.001,29.070,-15.741,11.897
1,1103954,570,0.409,-0.118,10.064,0.054,-0.106,0.001,29.070,-15.741,11.897
1,1103958,572,0.372,-0.127,10.052,0.055,-0.110,-0.002,29.070,-15.741,11.897
1,1103961,571,0.372,-0.127,10.052,0.055,-0.110,-0.002,29.070,-15.741,11.897
1,1103983,571,0.394,-0.126,10.038,0.055,-0.108,0.000,28.632,-15.814,11.926
1,1103987,570,0.376,-0.123,10.056,0.053,-0.110,0.000,28.632,-15.814,11.926
1,1103991,571,0.376,-0.123,10.056,0.053,-0.110,0.000,28.676,-15.449,11.897
1,1104011,571,0.395,-0.126,10.032,0.055,-0.108,0.000,28.793,-15.478,11.561
1,1104015,571,0.398,-0.106,10.051,0.055,-0.106,0.000,28.793,-15.273,12.189
1,1104019,570,0.398,-0.106,10.051,0.055,-0.106,0.000,28.793,-15.273,12.189
1,1104041,572,0.398,-0.123,10.039,0.056,-0.109,-0.001,28.734,-15.332,11.736
1,1104045,573,0.379,-0.128,10.016,0.056,-0.109,0.000,28.734,-15.332,11.736
1,1104049,570,0.379,-0.128,10.016,0.056,-0.109,0.000,28.734,-15.332,11.736
1,1104072,569,0.395,-0.111,10.030,0.054,-0.106,0.002,28.764,-15.449,11.371
1,1104076,570,0.392,-0.112,10.028,0.054,-0.108,0.000,29.129,-15.376,11.619
1,1104103,571,0.395,-0.116,10.041,0.054,-0.108,-0.001,28.530,-15.799,12.599
1,1104106,571,0.395,-0.116,10.041,0.055,-0.108,-0.001,28.530,-15.799,12.599
1,1104110,568,0.395,-0.116,10.041,0.055,-0.108,-0.001,28.530,-15.799,12.599
1,1104132,571,0.394,-0.117,10.045,0.054,-0.108,0.001,28.471,-15.449,12.014
1,1104135,572,0.394,-0.117,10.045,0.054,-0.108,0.001,28.471,-15.449,12.014
1,1104139,570,0.394,-0.117,10.045,0.054,-0.108,0.001,29.144,-15.098,12.102
1,1104162,574,0.396,-0.126,10.039,0.053,-0.109,0.000,28.734,-15.536,11.839
1,1104166,572,0.396,-0.126,10.039,0.053,-0.109,0.000,28.983,-15.624,12.379
1,1104169,569,0.396,-0.126,10.039,0.053,-0.109,0.000,28.983,-15.624,12.379
1,1104192,572,0.401,-0.118,10.049,0.055,-0.108,0.001,28.866,-15.595,11.985
1,1104196,570,0.401,-0.118,10.049,0.055,-0.108,0.001,28.866,-15.595,11.985
1,1104199,571,0.401,-0.118,10.046,0.055,-0.108,0.001,28.866,-15.595,11.985
1,1104223,569,0.395,-0.124,10.047,0.055,-0.108,0.000,28.617,-14.996,11.444
1,1104227,574,0.395,-0.124,10.047,0.055,-0.108,0.000,29.070,-14.937,11.985
1,1104230,573,0.434,-0.105,10.070,0.054,-0.106,0.000,29.070,-14.937,11.985
1,1104251,571,0.386,-0.121,10.053,0.056,-0.108,0.000,29.567,-15.332,11.999
1,1104255,566,0.386,-0.121,10.053,0.056,-0.108,0.000,29.567,-15.332,11.999
1,1104259,569,0.396,-0.104,10.053,0.056,-0.112,-0.002,29.567,-15.332,11.999
1,1104282,568,0.389,-0.130,10.031,0.054,-0.106,0.000,28.939,-15.463,11.970
1,1104313,572,0.397,-0.118,10.045,0.055,-0.108,0.000,29.319,-15.507,12.189
1,1104316,572,0.390,-0.110,10.034,0.055,-0.108,0.000,29.304,-15.493,12.438
1,1104320,569,0.390,-0.110,10.034,0.055,-0.109,0.000,29.304,-15.493,12.438
1,1104342,572,0.389,-0.121,10.056,0.054,-0.111,-0.001,29.129,-15.346,12.102
1,1104345,568,0.415,-0.121,10.044,0.054,-0.111,0.001,29.129,-15.346,12.102
1,1104349,568,0.415,-0.121,10.044,0.054,-0.106,0.001,29.129,-15.346,12.102
1,1104372,569,0.392,-0.115,10.044,0.055,-0.106,0.001,28.939,-15.887,11.809
1,1104375,570,0.363,-0.133,10.004,0.055,-0.110,0.000,28.939,-15.887,12.511
1,1104379,568,0.363,-0.133,10.004,0.055,-0.110,0.000,29.553,-15.317,12.511
1,1104402,570,0.401,-0.121,10.044,0.054,-0.109,0.000,29.304,-15.595,12.511
1,1104406,568,0.385,-0.134,10.058,0.054,-0.108,0.000,29.304,-15.595,12.511
1,1104409,573,0.385,-0.134,10.058,0.054,-0.108,0.000,29.304,-15.595,12.511
1,1104432,574,0.384,-0.126,10.059,0.055,-0.106,0.001,28.837,-15.653,11.999
1,1104436,571,0.392,-0.123,10.043,0.054,-0.109,0.000,28.837,-15.653,11.999
1,1104439,568,0.392,-0.123,10.043,0.054,-0.109,0.000,29.012,-15.639,11.956
1,1104462,570,0.392,-0.122,10.049,0.056,-0.111,-0.002,29.421,-15.566,11.532
1,1104465,570,0.402,-0.122,10.049,0.055,-0.106,0.000,29.041,-14.806,12.204
1,1104469,573,0.402,-0.122,10.049,0.055,-0.106,0.000,29.041,-14.806,12.204
1,1104492,574,0.398,-0.117,10.053,0.055,-0.109,0.001,29.070,-15.873,12.219
1,1104496,568,0.398,-0.117,10.053,0.055,-0.109,0.001,29.070,-15.873,12.219
1,1104500,567,0.398,-0.117,10.053,0.055,-0.109,0.001,29.070,-15.873,12.219
1,1104523,570,0.383,-0.130,10.088,0.056,-0.106,0.000,29.260,-15.756,11.999
1,1104527,573,0.383,-0.130,10.088,0.056,-0.106,0.000,29.450,-15.507,12.847
1,1104530,572,0.383,-0.128,10.027,0.056,-0.106,0.000,29.450,-15.507,12.847
1,1104551,568,0.398,-0.106,10.058,0.055,-0.109,0.000,29.436,-15.726,12.482
1,1104556,572,0.398,-0.106,10.058,0.055,-0.109,0.000,29.436,-15.726,12.482
1,1104559,574,0.363,-0.133,10.037,0.055,-0.109,0.000,29.436,-15.726,12.482
1,1104582,573,0.380,-0.126,10.059,0.055,-0.108,0.000,28.764,-15.449,12.102
1,1104585,568,0.380,-0.126,10.059,0.055,-0.108,0.000,28.764,-15.449,12.102
1,1104589,572,0.409,-0.098,10.039,0.057,-0.110,-0.001,29.056,-15.683,12.526
