1,24711,0.897,3.550,9.458,0.111,-0.103,-0.048,62.321,-61.196,29.012
1,24715,0.897,3.550,9.458,0.111,-0.103,-0.048,62.643,-61.576,29.640
1,24718,0.897,3.550,9.458,0.111,-0.103,-0.048,62.643,-61.576,29.640
1,24722,0.900,3.610,9.434,0.112,-0.111,-0.050,62.643,-61.576,29.640
1,24772,0.852,3.618,9.440,0.104,-0.101,-0.046,62.204,-61.312,28.822
1,24802,0.829,3.634,9.415,0.101,-0.099,-0.048,62.233,-61.269,28.895
1,24806,0.829,3.634,9.415,0.101,-0.099,-0.048,62.233,-61.269,28.895
1,24833,0.822,3.565,9.296,0.111,-0.100,-0.048,62.555,-61.356,28.705
1,24892,0.889,3.580,9.379,0.111,-0.100,-0.048,62.452,-61.517,28.997
1,24896,0.889,3.580,9.379,0.111,-0.100,-0.048,62.452,-61.035,29.173
1,24922,0.904,3.602,9.284,0.094,-0.098,-0.049,62.409,-61.356,28.647
1,24926,0.901,3.631,9.386,0.094,-0.094,-0.048,62.409,-61.356,28.647
1,24929,0.901,3.631,9.386,0.092,-0.094,-0.048,62.409,-61.356,28.647
1,24952,0.879,3.584,9.413,0.086,-0.098,-0.050,62.657,-61.254,28.486
1,24956,0.885,3.612,9.387,0.086,-0.098,-0.050,62.657,-61.254,28.486
1,24958,0.885,3.612,9.387,0.083,-0.098,-0.050,62.701,-61.093,28.983
1,25012,0.790,3.549,9.352,0.090,-0.098,-0.049,62.920,-60.684,28.004
1,25016,0.832,3.667,9.401,0.095,-0.099,-0.049,62.920,-60.684,28.004
1,25020,0.832,3.667,9.401,0.095,-0.099,-0.049,62.686,-61.122,28.997
1,25041,0.827,3.572,9.424,0.112,-0.104,-0.050,63.052,-61.356,28.720
1,25045,0.829,3.587,9.419,0.120,-0.104,-0.050,62.716,-61.152,29.012
1,25048,0.829,3.587,9.419,0.120,-0.104,-0.050,62.716,-61.152,29.012
1,25072,0.893,3.648,9.424,0.116,-0.106,-0.051,62.292,-61.649,28.588
1,25102,0.908,3.486,9.429,0.154,-0.110,-0.049,62.336,-61.122,28.603
1,25106,0.908,3.486,9.429,0.154,-0.110,-0.049,62.482,-60.684,28.603
1,25110,0.908,3.486,9.429,0.154,-0.110,-0.049,62.482,-60.684,28.603
