1,176896,1.177,4.515,9.025,0.037,-0.122,-0.104,61.400,-62.189,28.749
1,176899,1.195,4.550,9.184,0.050,-0.125,-0.104,61.400,-62.189,28.749
1,176903,1.195,4.550,9.184,0.050,-0.125,-0.104,61.400,-62.189,28.749
1,176907,1.272,4.725,9.239,0.050,-0.127,-0.105,61.561,-62.569,29.056
1,176927,1.210,4.600,9.075,0.046,-0.119,-0.105,61.473,-62.496,28.603
1,176958,1.135,4.503,9.234,0.046,-0.117,-0.104,61.415,-62.350,28.895
1,176961,1.135,4.503,9.234,0.046,-0.117,-0.104,61.415,-62.350,28.895
1,176964,1.135,4.545,9.208,0.046,-0.117,-0.104,61.415,-62.350,28.895
1,176987,1.145,4.603,9.198,0.120,-0.131,-0.100,61.488,-62.043,29.012
1,177047,1.033,4.437,9.187,0.271,-0.164,-0.093,60.786,-62.555,29.319
1,177051,1.033,4.437,9.187,0.271,-0.164,-0.093,60.786,-62.555,29.319
1,177054,1.034,4.819,8.813,0.386,-0.187,-0.090,61.254,-61.985,29.056
1,177180,1.024,4.454,8.919,0.093,-0.139,-0.075,60.757,-62.306,28.603
1,177198,1.068,4.489,8.674,0.095,-0.140,-0.075,61.064,-62.277,28.632
1,177361,1.172,4.351,8.625,0.065,-0.138,-0.051,61.006,-62.526,27.945
1,177377,1.265,4.603,8.987,0.084,-0.143,-0.049,60.596,-62.262,27.857
1,177408,1.344,4.762,9.412,0.031,-0.130,-0.048,60.947,-62.277,28.676
1,177411,1.344,4.762,9.412,0.031,-0.130,-0.048,60.947,-62.277,28.676
1,177415,1.346,4.777,8.968,0.031,-0.130,-0.048,60.947,-62.277,28.676
1,177437,1.347,4.575,9.498,-0.067,-0.110,-0.048,60.567,-62.292,27.974
1,177440,1.347,4.575,9.498,-0.067,-0.110,-0.048,60.567,-62.292,27.974
1,177467,1.466,5.087,9.892,-0.050,-0.111,-0.045,60.509,-61.926,27.960
1,177471,1.466,5.087,9.892,-0.050,-0.111,-0.045,60.552,-61.634,28.632
1,177474,1.335,4.665,9.777,-0.130,-0.097,-0.045,60.552,-61.634,28.632
1,177497,1.443,4.708,10.173,0.015,-0.123,-0.040,60.085,-62.467,28.135
1,177500,1.443,4.708,10.173,0.015,-0.123,-0.040,60.085,-62.467,28.135
1,177503,1.524,5.140,10.629,0.060,-0.130,-0.038,60.085,-62.467,28.135
1,177660,1.619,5.233,11.649,0.078,-0.117,-0.033,60.056,-62.292,28.281
1,177738,1.506,5.213,10.768,0.078,-0.109,-0.034,59.544,-62.043,29.173
1,177741,1.506,5.213,10.768,0.092,-0.108,-0.032,59.544,-62.043,29.173
