1,484246,-0.489,-4.915,8.700,-0.053,-0.015,-0.093,60.406,-46.127,35.896
1,484249,-0.489,-4.915,8.700,-0.053,-0.015,-0.093,60.406,-46.127,35.896
1,484252,-0.489,-4.915,8.700,-0.053,-0.015,-0.093,60.611,-46.258,35.706
1,484256,-0.569,-5.151,8.734,-0.105,0.004,-0.094,60.611,-46.258,35.706
1,484278,-0.507,-4.981,8.577,-0.133,0.010,-0.094,60.684,-46.668,35.238
1,484282,-0.507,-4.981,8.577,-0.133,0.010,-0.094,60.684,-46.668,35.238
1,484285,-0.542,-4.936,8.337,-0.116,0.010,-0.092,60.684,-46.668,35.238
1,484306,-0.621,-5.201,8.279,-0.038,-0.009,-0.090,60.596,-46.463,35.457
1,484310,-0.621,-5.201,8.279,-0.038,-0.009,-0.090,60.596,-46.463,35.457
1,484336,-0.611,-4.920,8.093,0.066,-0.029,-0.088,60.494,-46.171,36.671
1,484397,-0.715,-5.091,7.909,0.325,-0.087,-0.075,60.567,-46.405,37.372
1,484401,-0.732,-5.185,7.961,0.412,-0.111,-0.072,60.567,-46.405,37.372
1,484404,-0.732,-5.185,7.961,0.412,-0.111,-0.072,60.567,-46.405,37.372
1,484426,-0.677,-4.923,8.039,0.596,-0.155,-0.066,60.757,-46.331,36.481
1,484430,-0.611,-4.793,8.090,0.679,-0.172,-0.064,60.757,-46.331,36.481
1,484433,-0.611,-4.793,8.090,0.679,-0.172,-0.064,60.538,-46.521,36.407
1,484457,-0.669,-4.820,8.240,0.786,-0.193,-0.060,60.465,-46.478,35.779
1,484487,-0.580,-4.387,8.569,0.766,-0.189,-0.056,60.348,-46.448,34.814
1,484491,-0.546,-4.382,8.635,0.715,-0.175,-0.056,60.348,-46.448,34.814
1,484494,-0.546,-4.382,8.635,0.715,-0.175,-0.056,60.348,-46.448,34.814
1,484516,-0.584,-4.365,8.771,0.582,-0.140,-0.057,60.348,-46.653,34.771
1,484546,-0.573,-4.228,9.062,0.048,-0.071,-0.060,60.742,-46.887,34.347
1,484550,-0.573,-4.228,9.062,0.285,-0.071,-0.060,60.742,-46.887,34.347
1,484554,-0.573,-4.228,9.062,0.285,-0.071,-0.060,60.742,-46.887,34.347
1,484576,-0.644,-4.178,9.260,0.138,-0.017,-0.061,60.772,-46.668,34.259
1,484580,-0.644,-4.178,9.260,0.070,-0.017,-0.061,60.772,-46.668,34.259
1,484607,-0.702,-4.392,9.269,-0.076,0.017,-0.064,60.830,-46.770,35.253
1,484637,-0.756,-4.441,9.332,-0.086,0.017,-0.061,60.903,-46.828,35.677
1,484640,-0.756,-4.441,9.332,-0.086,0.017,-0.061,60.903,-46.828,35.677
1,484644,-0.756,-4.476,9.285,-0.086,0.017,-0.061,61.035,-46.916,35.165
1,484666,-0.857,-4.689,9.226,0.042,-0.016,-0.056,60.947,-47.165,35.735
1,484670,-0.857,-4.689,9.226,0.042,-0.016,-0.056,60.947,-47.165,35.735
1,484674,-0.803,-4.634,9.199,0.097,-0.029,-0.055,60.947,-47.165,35.735
1,484696,-0.779,-4.519,9.106,0.183,-0.053,-0.050,60.830,-46.814,34.639
1,484700,-0.779,-4.519,9.106,0.183,-0.053,-0.050,60.830,-46.814,34.639
1,484726,-0.762,-4.597,9.056,0.182,-0.051,-0.049,61.239,-46.989,35.311
1,484730,-0.762,-4.597,9.056,0.182,-0.051,-0.049,61.166,-46.741,35.721
1,484756,-0.749,-4.609,8.827,0.083,-0.031,-0.049,60.962,-47.603,35.326
1,484760,-0.749,-4.609,8.827,0.083,-0.031,-0.049,60.962,-47.603,35.326
1,484764,-0.750,-4.624,8.803,0.055,-0.024,-0.049,61.386,-46.975,35.399
1,484786,-0.719,-4.528,8.644,0.037,-0.021,-0.046,61.079,-46.843,35.238
1,484817,-0.770,-4.548,8.559,0.099,-0.040,-0.043,61.079,-47.048,34.844
1,484821,-0.748,-4.464,8.612,0.099,-0.048,-0.040,61.079,-47.048,34.844
1,484824,-0.748,-4.464,8.612,0.132,-0.048,-0.040,61.079,-47.048,34.844
1,484847,-0.843,-4.359,8.635,0.202,-0.070,-0.039,61.502,-47.281,35.384
1,484907,-1.042,-4.037,8.960,0.430,-0.137,-0.028,61.576,-46.872,33.879
1,484967,-1.257,-4.161,9.796,0.204,-0.099,-0.022,61.312,-47.179,33.265
1,484970,-1.257,-4.161,9.796,0.110,-0.079,-0.023,61.312,-47.179,33.265
1,484974,-1.257,-4.161,9.796,0.110,-0.079,-0.023,61.590,-46.901,34.405
1,484997,-1.405,-4.838,10.613,-0.099,-0.034,-0.026,61.166,-47.384,34.303
1,485000,-1.405,-4.838,10.613,-0.203,-0.016,-0.029,61.561,-46.916,34.303
1,485003,-1.405,-4.838,10.613,-0.203,-0.016,-0.029,61.561,-46.916,34.303
1,485026,-1.588,-5.905,11.598,-0.519,0.023,-0.046,61.502,-47.106,34.259
1,485030,-1.588,-5.905,11.598,-0.519,0.023,-0.046,61.502,-47.106,34.259
1,485034,-1.588,-5.905,11.598,-0.519,0.023,-0.046,61.400,-46.668,35.326
1,485056,-1.616,-6.920,12.136,-0.762,0.081,-0.049,61.064,-46.536,35.370
1,485060,-1.616,-6.920,12.136,-0.762,0.081,-0.049,61.269,-46.346,35.662
1,485063,-1.616,-6.920,12.136,-0.762,0.081,-0.049,61.269,-46.346,35.662
1,485085,-1.786,-7.984,12.157,-0.661,0.045,-0.049,60.976,-46.492,36.627
1,485117,-1.801,-8.069,12.050,-0.241,-0.061,-0.039,61.429,-46.580,36.890
