1,241311,0.024,-1.347,9.913,0.017,-0.071,-0.033,60.362,-50.570,28.194
1,241315,0.024,-1.347,9.913,0.017,-0.071,-0.033,60.362,-50.570,28.194
1,241318,0.059,-1.366,9.940,0.031,-0.071,-0.034,60.494,-50.248,27.448
1,241322,0.059,-1.366,9.940,0.031,-0.071,-0.034,60.494,-50.248,27.448
1,241344,0.069,-1.474,9.969,0.095,-0.092,-0.034,60.918,-49.766,28.413
1,241348,0.081,-1.438,9.964,0.132,-0.101,-0.033,60.918,-49.766,28.413
1,241374,0.126,-1.384,10.014,0.204,-0.119,-0.033,60.757,-50.570,27.697
1,241377,0.177,-1.378,10.034,0.228,-0.126,-0.032,60.757,-50.570,27.697
1,241381,0.177,-1.378,10.034,0.228,-0.126,-0.032,60.699,-50.307,28.252
1,241404,0.158,-1.332,10.091,0.239,-0.131,-0.032,60.786,-50.775,27.653
1,241434,0.190,-1.280,10.085,0.170,-0.114,-0.037,60.582,-51.023,27.419
1,241438,0.167,-1.320,10.085,0.131,-0.103,-0.037,60.582,-51.023,27.419
1,241441,0.167,-1.320,10.085,0.131,-0.103,-0.037,60.479,-50.906,27.682
1,241463,0.141,-1.310,10.099,0.049,-0.086,-0.040,60.903,-51.301,27.390
1,241467,0.100,-1.334,10.099,0.013,-0.072,-0.040,60.626,-50.628,28.164
1,241470,0.100,-1.334,10.099,0.013,-0.072,-0.040,60.626,-50.628,28.164
1,241494,0.006,-1.522,9.941,-0.016,-0.065,-0.042,60.742,-50.731,27.550
1,241497,0.006,-1.522,9.941,-0.016,-0.065,-0.042,60.742,-50.731,27.550
1,241500,0.006,-1.522,9.941,-0.016,-0.065,-0.042,60.742,-50.731,27.550
1,241523,-0.030,-1.554,9.881,0.068,-0.089,-0.042,60.728,-51.052,28.062
1,241527,-0.030,-1.554,9.881,0.068,-0.089,-0.042,60.786,-50.585,27.814
1,241531,-0.030,-1.554,9.881,0.068,-0.089,-0.042,60.786,-50.585,27.814
1,241553,-0.047,-1.472,9.739,0.203,-0.121,-0.035,60.509,-51.067,27.448
